0at7088	Complete	Hmel218003o:0-16450716	12417141.0	12521804.0	-
1at7088	Complete	Hmel221001o:0-13359691	12478130.0	12570762.0	+
2at7088	Complete	Hmel220003o:0-14585564	5190693.0	5285987.0	+
3at7088	Complete	Hmel219001o:0-16247306	7768964.0	7799528.0	+
4at7088	Complete	Hmel212001o:0-16327298	1536086.0	1583480.0	-
6at7088	Complete	Hmel219001o:0-16247306	11988937.0	12011042.0	+
11at7088	Missing				NaN
13at7088	Complete	Hmel210001o:0-17965481	8727632.0	8764294.0	+
18at7088	Complete	Hmel214004o:0-8861473	3309746.0	3343965.0	-
20at7088	Complete	Hmel206001o:0-14054175	5882639.0	5908936.0	+
25at7088	Complete	Hmel201001o:0-17206585	9973945.0	9990606.0	+
26at7088	Missing				NaN
27at7088	Missing				NaN
28at7088	Complete	Hmel201001o:0-17206585	8469039.0	8508241.0	-
31at7088	Complete	Hmel218003o:0-16450716	14214937.0	14263133.0	-
33at7088	Complete	Hmel201001o:0-17206585	13460856.0	13483879.0	-
34at7088	Complete	Hmel201001o:0-17206585	6547093.0	6577777.0	-
36at7088	Complete	Hmel209001o:0-8708747	3906311.0	3931117.0	-
37at7088	Complete	Hmel221001o:0-13359691	1451143.0	1483356.0	+
38at7088	Complete	Hmel218003o:0-16450716	15989869.0	16002188.0	-
41at7088	Complete	Hmel219001o:0-16247306	11252912.0	11286253.0	-
43at7088	Complete	Hmel206001o:0-14054175	8032120.0	8049316.0	+
46at7088	Complete	Hmel219001o:0-16247306	14234595.0	14250506.0	-
47at7088	Complete	Hmel211001o:0-11759272	1970779.0	2012813.0	-
48at7088	Complete	Hmel204001o:0-9598776	6189955.0	6218060.0	-
49at7088	Complete	Hmel220003o:0-14585564	1408116.0	1455657.0	+
50at7088	Complete	Hmel217001o:0-14773299	5360862.0	5393645.0	-
51at7088	Complete	Hmel219001o:0-16247306	7386448.0	7416233.0	+
52at7088	Complete	Hmel203003o:0-10486938	5540354.0	5549799.0	+
54at7088	Complete	Hmel217001o:0-14773299	1029916.0	1048524.0	+
56at7088	Complete	Hmel206001o:0-14054175	4809858.0	4833487.0	+
57at7088	Complete	Hmel201001o:0-17206585	11193989.0	11220191.0	+
59at7088	Complete	Hmel214004o:0-8861473	4048172.0	4062802.0	-
60at7088	Complete	Hmel217001o:0-14773299	11190246.0	11210689.0	+
63at7088	Complete	Hmel218003o:0-16450716	378986.0	425363.0	+
64at7088	Complete	Hmel220003o:0-14585564	5537894.0	5552432.0	-
65at7088	Complete	Hmel213001o:0-18127314	10902802.0	10945866.0	+
66at7088	Complete	Hmel212001o:0-16327298	13877689.0	13898075.0	+
68at7088	Complete	Hmel221001o:0-13359691	1017642.0	1043787.0	+
69at7088	Complete	Hmel205001o:0-9908586	7092311.0	7103265.0	+
70at7088	Complete	Hmel217001o:0-14773299	2496203.0	2507434.0	+
72at7088	Complete	Hmel211001o:0-11759272	4852946.0	4905051.0	+
74at7088	Complete	Hmel207001o:0-14308859	10988256.0	11007010.0	-
78at7088	Complete	Hmel208001o:0-9320449	2084543.0	2099181.0	+
83at7088	Complete	Hmel218003o:0-16450716	15103718.0	15142596.0	+
84at7088	Complete	Hmel208001o:0-9320449	3769876.0	3791064.0	-
86at7088	Complete	Hmel215003o:0-10168004	5657389.0	5681963.0	-
88at7088	Complete	Hmel201001o:0-17206585	11989057.0	12011645.0	+
96at7088	Complete	Hmel221001o:0-13359691	5668266.0	5692913.0	+
101at7088	Complete	Hmel221001o:0-13359691	5454522.0	5475442.0	+
103at7088	Complete	Hmel204001o:0-9598776	6493819.0	6530428.0	+
105at7088	Complete	Hmel218003o:0-16450716	14188459.0	14218532.0	+
106at7088	Complete	Hmel215003o:0-10168004	6958567.0	6971520.0	-
112at7088	Complete	Hmel211001o:0-11759272	4538606.0	4561840.0	-
113at7088	Complete	Hmel221001o:0-13359691	5392625.0	5451584.0	-
116at7088	Complete	Hmel201001o:0-17206585	13777412.0	13792006.0	+
122at7088	Complete	Hmel202001o:0-9045316	3667702.0	3713568.0	+
123at7088	Complete	Hmel208001o:0-9320449	6749828.0	6777132.0	-
126at7088	Complete	Hmel202001o:0-9045316	6274139.0	6302398.0	+
127at7088	Complete	Hmel204001o:0-9598776	3016791.0	3075038.0	+
128at7088	Complete	Hmel220003o:0-14585564	10515899.0	10545043.0	+
133at7088	Complete	Hmel215003o:0-10168004	7538220.0	7551413.0	-
136at7088	Complete	Hmel201001o:0-17206585	8787505.0	8812131.0	-
137at7088	Complete	Hmel218003o:0-16450716	4753771.0	4783803.0	+
138at7088	Complete	Hmel215003o:0-10168004	2980133.0	2989771.0	+
139at7088	Complete	Hmel216002o:0-10036885	9548157.0	9568545.0	-
140at7088	Complete	Hmel207001o:0-14308859	7366973.0	7380142.0	+
145at7088	Complete	Hmel204001o:0-9598776	6131099.0	6154278.0	+
148at7088	Complete	Hmel205001o:0-9908586	3247334.0	3283745.0	+
155at7088	Complete	Hmel203003o:0-10486938	9414887.0	9432885.0	-
158at7088	Complete	Hmel214004o:0-8861473	2361941.0	2393418.0	+
159at7088	Complete	Hmel208001o:0-9320449	5426705.0	5432609.0	+
160at7088	Complete	Hmel213001o:0-18127314	5047768.0	5070811.0	-
163at7088	Complete	Hmel217001o:0-14773299	7423297.0	7440634.0	+
173at7088	Complete	Hmel202001o:0-9045316	5907530.0	5931081.0	+
177at7088	Complete	Hmel215003o:0-10168004	6446742.0	6474812.0	-
179at7088	Complete	Hmel219001o:0-16247306	13290512.0	13302044.0	+
183at7088	Complete	Hmel219001o:0-16247306	12441272.0	12464199.0	-
184at7088	Complete	Hmel203003o:0-10486938	327802.0	354445.0	+
186at7088	Complete	Hmel220003o:0-14585564	5426860.0	5437874.0	+
190at7088	Complete	Hmel218003o:0-16450716	10044147.0	10068971.0	-
193at7088	Complete	Hmel207001o:0-14308859	13765385.0	13773481.0	+
196at7088	Missing				NaN
200at7088	Complete	Hmel209001o:0-8708747	515435.0	543890.0	-
201at7088	Complete	Hmel206001o:0-14054175	2128640.0	2147830.0	-
204at7088	Complete	Hmel210001o:0-17965481	10442535.0	10454739.0	+
206at7088	Complete	Hmel211001o:0-11759272	6778767.0	6811734.0	+
207at7088	Complete	Hmel215003o:0-10168004	1980096.0	1994697.0	-
208at7088	Complete	Hmel210001o:0-17965481	11355677.0	11368945.0	+
210at7088	Complete	Hmel210001o:0-17965481	11755737.0	11766766.0	-
211at7088	Complete	Hmel220003o:0-14585564	4102193.0	4114844.0	+
212at7088	Complete	Hmel221001o:0-13359691	1415091.0	1436161.0	-
215at7088	Complete	Hmel205001o:0-9908586	6961090.0	6976631.0	+
220at7088	Complete	Hmel212001o:0-16327298	12608126.0	12625484.0	+
231at7088	Complete	Hmel209001o:0-8708747	4332917.0	4347998.0	+
232at7088	Complete	Hmel220003o:0-14585564	5137447.0	5152754.0	-
235at7088	Complete	Hmel201001o:0-17206585	14917245.0	14928667.0	-
236at7088	Complete	Hmel210001o:0-17965481	14975765.0	14995348.0	+
242at7088	Complete	Hmel213001o:0-18127314	7511829.0	7533364.0	+
246at7088	Complete	Hmel214004o:0-8861473	6740710.0	6798459.0	-
248at7088	Complete	Hmel204001o:0-9598776	5995249.0	6015262.0	-
250at7088	Complete	Hmel209001o:0-8708747	5424553.0	5478538.0	+
251at7088	Complete	Hmel211001o:0-11759272	4376939.0	4391430.0	-
254at7088	Complete	Hmel220003o:0-14585564	8467796.0	8483735.0	-
258at7088	Complete	Hmel220003o:0-14585564	11503153.0	11520514.0	-
259at7088	Complete	Hmel218003o:0-16450716	12327010.0	12355186.0	-
263at7088	Complete	Hmel219001o:0-16247306	3680156.0	3705103.0	+
266at7088	Complete	Hmel221001o:0-13359691	7429897.0	7465471.0	+
270at7088	Complete	Hmel221001o:0-13359691	7689136.0	7705666.0	-
271at7088	Complete	Hmel207001o:0-14308859	7575595.0	7589764.0	+
273at7088	Complete	Hmel203003o:0-10486938	9187462.0	9217996.0	-
274at7088	Complete	Hmel212001o:0-16327298	8443024.0	8452364.0	+
278at7088	Complete	Hmel201001o:0-17206585	10511904.0	10519878.0	-
281at7088	Complete	Hmel220003o:0-14585564	7421334.0	7435970.0	+
288at7088	Complete	Hmel201001o:0-17206585	2319966.0	2351344.0	+
296at7088	Complete	Hmel221001o:0-13359691	3487176.0	3498838.0	-
302at7088	Complete	Hmel218003o:0-16450716	11212931.0	11245553.0	+
303at7088	Complete	Hmel201001o:0-17206585	11363722.0	11381264.0	+
307at7088	Complete	Hmel203003o:0-10486938	3459648.0	3479220.0	-
311at7088	Complete	Hmel216002o:0-10036885	6348133.0	6362964.0	+
315at7088	Complete	Hmel218003o:0-16450716	839262.0	850028.0	-
316at7088	Complete	Hmel217001o:0-14773299	7338952.0	7353038.0	-
318at7088	Complete	Hmel219001o:0-16247306	9954530.0	9971041.0	-
321at7088	Complete	Hmel221001o:0-13359691	7202415.0	7211982.0	-
322at7088	Complete	Hmel203003o:0-10486938	9117100.0	9129430.0	-
324at7088	Complete	Hmel210001o:0-17965481	12518055.0	12528896.0	-
325at7088	Complete	Hmel207001o:0-14308859	4749503.0	4759599.0	+
326at7088	Complete	Hmel201001o:0-17206585	15544551.0	15554495.0	+
327at7088	Complete	Hmel215003o:0-10168004	1645786.0	1674306.0	+
328at7088	Complete	Hmel205001o:0-9908586	449312.0	456577.0	+
332at7088	Complete	Hmel210001o:0-17965481	11170079.0	11187191.0	-
335at7088	Complete	Hmel220003o:0-14585564	10980931.0	10990296.0	-
338at7088	Complete	Hmel215003o:0-10168004	5191798.0	5197640.0	-
340at7088	Complete	Hmel216002o:0-10036885	9448170.0	9466746.0	+
342at7088	Complete	Hmel213001o:0-18127314	8749321.0	8765079.0	+
345at7088	Complete	Hmel210001o:0-17965481	1923616.0	1943214.0	-
350at7088	Complete	Hmel220003o:0-14585564	5105440.0	5113263.0	-
353at7088	Complete	Hmel218003o:0-16450716	14334072.0	14354971.0	-
354at7088	Missing				NaN
355at7088	Complete	Hmel218003o:0-16450716	1344393.0	1353084.0	-
356at7088	Complete	Hmel203003o:0-10486938	6001671.0	6014979.0	-
357at7088	Complete	Hmel219001o:0-16247306	179473.0	213025.0	+
360at7088	Complete	Hmel221001o:0-13359691	7919334.0	7936661.0	-
363at7088	Complete	Hmel209001o:0-8708747	7804543.0	7815565.0	-
366at7088	Complete	Hmel207001o:0-14308859	8986634.0	8998885.0	+
367at7088	Complete	Hmel206001o:0-14054175	5938129.0	5972259.0	-
375at7088	Complete	Hmel218003o:0-16450716	6813775.0	6831523.0	+
380at7088	Complete	Hmel212001o:0-16327298	14296230.0	14309960.0	+
382at7088	Complete	Hmel205001o:0-9908586	844208.0	856336.0	+
383at7088	Complete	Hmel220003o:0-14585564	5094944.0	5107368.0	+
384at7088	Complete	Hmel210001o:0-17965481	13240977.0	13253522.0	-
385at7088	Complete	Hmel208001o:0-9320449	4649635.0	4670395.0	-
386at7088	Complete	Hmel207001o:0-14308859	10742145.0	10756013.0	+
389at7088	Complete	Hmel221001o:0-13359691	11750809.0	11777034.0	+
391at7088	Complete	Hmel221001o:0-13359691	5190994.0	5209205.0	+
392at7088	Complete	Hmel211001o:0-11759272	4423145.0	4446732.0	-
393at7088	Complete	Hmel204001o:0-9598776	3605711.0	3616636.0	+
394at7088	Complete	Hmel203003o:0-10486938	5457418.0	5487343.0	+
396at7088	Complete	Hmel219001o:0-16247306	12522803.0	12536900.0	-
401at7088	Complete	Hmel219001o:0-16247306	9850178.0	9878617.0	-
408at7088	Complete	Hmel201001o:0-17206585	13374084.0	13386208.0	+
412at7088	Complete	Hmel220003o:0-14585564	1095900.0	1122144.0	-
417at7088	Complete	Hmel208001o:0-9320449	4666401.0	4685765.0	-
420at7088	Complete	Hmel209001o:0-8708747	2386907.0	2406996.0	-
427at7088	Complete	Hmel220003o:0-14585564	11779999.0	11800840.0	+
429at7088	Complete	Hmel218003o:0-16450716	485469.0	506086.0	-
430at7088	Complete	Hmel203003o:0-10486938	7842552.0	7852582.0	-
434at7088	Complete	Hmel211001o:0-11759272	3025188.0	3033330.0	-
437at7088	Complete	Hmel212001o:0-16327298	2522902.0	2545875.0	-
443at7088	Complete	Hmel219001o:0-16247306	11193530.0	11204408.0	-
445at7088	Complete	Hmel206001o:0-14054175	5285261.0	5302128.0	-
450at7088	Complete	Hmel211001o:0-11759272	1793500.0	1803211.0	+
455at7088	Complete	Hmel201001o:0-17206585	8778488.0	8787502.0	+
456at7088	Complete	Hmel218003o:0-16450716	6354055.0	6360095.0	+
458at7088	Complete	Hmel202001o:0-9045316	2501319.0	2531744.0	+
461at7088	Complete	Hmel220003o:0-14585564	2613955.0	2637154.0	-
464at7088	Complete	Hmel206001o:0-14054175	7250940.0	7259183.0	-
467at7088	Complete	Hmel212001o:0-16327298	7678084.0	7691709.0	-
468at7088	Complete	Hmel207001o:0-14308859	10031646.0	10041814.0	+
478at7088	Complete	Hmel211001o:0-11759272	10188812.0	10214356.0	+
479at7088	Complete	Hmel209001o:0-8708747	5021100.0	5036385.0	+
481at7088	Complete	Hmel213001o:0-18127314	4807202.0	4825484.0	-
486at7088	Complete	Hmel207001o:0-14308859	6241543.0	6255093.0	+
488at7088	Complete	Hmel213001o:0-18127314	14814927.0	14839737.0	-
489at7088	Complete	Hmel202001o:0-9045316	7076878.0	7087993.0	+
490at7088	Complete	Hmel220003o:0-14585564	3208151.0	3225991.0	-
492at7088	Complete	Hmel205001o:0-9908586	4859444.0	4865254.0	-
494at7088	Complete	Hmel206001o:0-14054175	3197993.0	3229872.0	-
495at7088	Complete	Hmel201001o:0-17206585	14195550.0	14204469.0	-
496at7088	Complete	Hmel201001o:0-17206585	846682.0	873509.0	+
498at7088	Complete	Hmel217001o:0-14773299	2702945.0	2718876.0	-
499at7088	Complete	Hmel220003o:0-14585564	4375015.0	4387871.0	-
504at7088	Complete	Hmel213001o:0-18127314	4786137.0	4796787.0	+
505at7088	Complete	Hmel215003o:0-10168004	4279035.0	4287691.0	-
506at7088	Complete	Hmel221001o:0-13359691	6011680.0	6023791.0	-
509at7088	Complete	Hmel218003o:0-16450716	5805099.0	5808911.0	-
511at7088	Complete	Hmel215003o:0-10168004	7830807.0	7848583.0	+
513at7088	Complete	Hmel214004o:0-8861473	4955132.0	4970428.0	-
515at7088	Complete	Hmel217001o:0-14773299	4866822.0	4887770.0	-
516at7088	Complete	Hmel217001o:0-14773299	7354338.0	7370916.0	-
517at7088	Complete	Hmel210001o:0-17965481	10375356.0	10387602.0	-
518at7088	Complete	Hmel206001o:0-14054175	7326042.0	7331700.0	+
519at7088	Complete	Hmel212001o:0-16327298	3838210.0	3869858.0	+
522at7088	Complete	Hmel214004o:0-8861473	6381622.0	6414851.0	+
526at7088	Complete	Hmel204001o:0-9598776	6169914.0	6176522.0	+
527at7088	Complete	Hmel216002o:0-10036885	3935.0	18666.0	+
530at7088	Complete	Hmel205001o:0-9908586	6011764.0	6023319.0	-
531at7088	Complete	Hmel201001o:0-17206585	14168072.0	14180932.0	-
532at7088	Complete	Hmel207001o:0-14308859	2802734.0	2813162.0	-
538at7088	Complete	Hmel209001o:0-8708747	5700985.0	5713433.0	+
543at7088	Complete	Hmel218003o:0-16450716	14366370.0	14390856.0	+
544at7088	Complete	Hmel212001o:0-16327298	10929531.0	10953431.0	+
547at7088	Complete	Hmel218003o:0-16450716	12128405.0	12157180.0	+
550at7088	Missing				NaN
552at7088	Complete	Hmel206001o:0-14054175	7772125.0	7792074.0	-
553at7088	Complete	Hmel213001o:0-18127314	17480068.0	17490572.0	+
556at7088	Complete	Hmel220003o:0-14585564	4337008.0	4347442.0	-
558at7088	Complete	Hmel217001o:0-14773299	9234806.0	9250423.0	-
559at7088	Complete	Hmel221001o:0-13359691	13161827.0	13178553.0	-
562at7088	Complete	Hmel213001o:0-18127314	5693117.0	5710119.0	+
563at7088	Complete	Hmel219001o:0-16247306	9162732.0	9171807.0	-
566at7088	Complete	Hmel211001o:0-11759272	5724545.0	5746169.0	-
569at7088	Complete	Hmel211001o:0-11759272	9929745.0	9964082.0	+
571at7088	Complete	Hmel212001o:0-16327298	3479631.0	3493384.0	-
572at7088	Complete	Hmel211001o:0-11759272	4456029.0	4471705.0	+
578at7088	Complete	Hmel221001o:0-13359691	7367598.0	7386236.0	+
583at7088	Complete	Hmel206001o:0-14054175	4930226.0	4956577.0	+
584at7088	Complete	Hmel205001o:0-9908586	2736453.0	2746859.0	-
589at7088	Complete	Hmel220003o:0-14585564	5083969.0	5098020.0	-
590at7088	Complete	Hmel217001o:0-14773299	5130353.0	5151327.0	+
598at7088	Complete	Hmel211001o:0-11759272	10374888.0	10390198.0	+
599at7088	Complete	Hmel212001o:0-16327298	3661653.0	3677804.0	+
600at7088	Complete	Hmel210001o:0-17965481	11416250.0	11428593.0	+
601at7088	Complete	Hmel212001o:0-16327298	14268071.0	14275518.0	-
603at7088	Complete	Hmel213001o:0-18127314	12769380.0	12785569.0	+
608at7088	Complete	Hmel206001o:0-14054175	7617330.0	7626017.0	-
609at7088	Complete	Hmel212001o:0-16327298	1798182.0	1817255.0	+
611at7088	Complete	Hmel212001o:0-16327298	4227551.0	4234923.0	+
613at7088	Complete	Hmel201001o:0-17206585	6575585.0	6600167.0	+
614at7088	Complete	Hmel219001o:0-16247306	13329428.0	13332825.0	-
616at7088	Complete	Hmel220003o:0-14585564	6430594.0	6438994.0	+
620at7088	Complete	Hmel205001o:0-9908586	2768642.0	2786981.0	-
621at7088	Complete	Hmel219001o:0-16247306	4106704.0	4127057.0	-
622at7088	Complete	Hmel218003o:0-16450716	11397248.0	11407890.0	+
627at7088	Complete	Hmel201001o:0-17206585	12124072.0	12132912.0	+
628at7088	Complete	Hmel211001o:0-11759272	10948989.0	10958246.0	-
632at7088	Complete	Hmel201001o:0-17206585	13732287.0	13739118.0	-
633at7088	Complete	Hmel202001o:0-9045316	3874770.0	3887875.0	-
637at7088	Complete	Hmel203003o:0-10486938	1487525.0	1497579.0	-
638at7088	Complete	Hmel215003o:0-10168004	1804953.0	1824591.0	-
639at7088	Complete	Hmel221001o:0-13359691	8403293.0	8419546.0	-
642at7088	Complete	Hmel214004o:0-8861473	3680054.0	3693104.0	-
643at7088	Complete	Hmel201001o:0-17206585	13766253.0	13776688.0	+
647at7088	Complete	Hmel220003o:0-14585564	7891874.0	7901835.0	+
649at7088	Complete	Hmel210001o:0-17965481	975044.0	1017071.0	+
652at7088	Complete	Hmel205001o:0-9908586	1121824.0	1144906.0	+
655at7088	Complete	Hmel218003o:0-16450716	4811629.0	4818613.0	+
657at7088	Complete	Hmel220003o:0-14585564	3393020.0	3404771.0	+
658at7088	Complete	Hmel201001o:0-17206585	9303859.0	9320106.0	+
659at7088	Complete	Hmel208001o:0-9320449	3860761.0	3870344.0	-
660at7088	Complete	Hmel201001o:0-17206585	13739792.0	13748313.0	-
662at7088	Complete	Hmel206001o:0-14054175	4782347.0	4797629.0	+
664at7088	Missing				NaN
666at7088	Complete	Hmel212001o:0-16327298	13507909.0	13524846.0	+
667at7088	Complete	Hmel215003o:0-10168004	1723565.0	1753450.0	+
670at7088	Complete	Hmel220003o:0-14585564	14115558.0	14135056.0	-
672at7088	Complete	Hmel210001o:0-17965481	13175383.0	13194531.0	+
675at7088	Complete	Hmel214004o:0-8861473	2398435.0	2411110.0	+
678at7088	Complete	Hmel220003o:0-14585564	5593664.0	5606344.0	-
680at7088	Complete	Hmel212001o:0-16327298	10659655.0	10677935.0	-
681at7088	Complete	Hmel216002o:0-10036885	432341.0	449340.0	-
690at7088	Complete	Hmel213001o:0-18127314	9161719.0	9192785.0	-
692at7088	Complete	Hmel210001o:0-17965481	9699035.0	9720251.0	-
695at7088	Complete	Hmel219001o:0-16247306	12250504.0	12258633.0	+
696at7088	Complete	Hmel201001o:0-17206585	8593117.0	8606263.0	+
701at7088	Complete	Hmel217001o:0-14773299	8514933.0	8537247.0	-
705at7088	Complete	Hmel208001o:0-9320449	8745512.0	8753155.0	+
708at7088	Complete	Hmel221001o:0-13359691	4449564.0	4464031.0	-
711at7088	Complete	Hmel201001o:0-17206585	12546520.0	12570358.0	+
713at7088	Complete	Hmel220003o:0-14585564	11157633.0	11172736.0	-
714at7088	Complete	Hmel207001o:0-14308859	4578167.0	4598155.0	-
716at7088	Complete	Hmel219001o:0-16247306	5187700.0	5207454.0	-
717at7088	Complete	Hmel220003o:0-14585564	8100113.0	8151838.0	+
718at7088	Complete	Hmel210001o:0-17965481	9980628.0	9997652.0	-
721at7088	Complete	Hmel201001o:0-17206585	4263434.0	4280344.0	+
723at7088	Complete	Hmel219001o:0-16247306	14830697.0	14847403.0	+
724at7088	Complete	Hmel206001o:0-14054175	8509601.0	8529657.0	-
730at7088	Complete	Hmel210001o:0-17965481	13194607.0	13212358.0	-
731at7088	Complete	Hmel207001o:0-14308859	8977023.0	8982593.0	+
741at7088	Complete	Hmel214004o:0-8861473	37778.0	41092.0	-
742at7088	Complete	Hmel210001o:0-17965481	9808867.0	9827878.0	+
752at7088	Complete	Hmel221001o:0-13359691	3160676.0	3171205.0	-
756at7088	Complete	Hmel220003o:0-14585564	9743721.0	9751579.0	+
757at7088	Duplicated	Hmel221001o:0-13359691	4606877.0	4622872.0	-
757at7088	Duplicated	Hmel208001o:0-9320449	1193800.0	1210491.0	-
758at7088	Complete	Hmel207001o:0-14308859	7226421.0	7236045.0	+
761at7088	Complete	Hmel205001o:0-9908586	7995729.0	8031790.0	+
764at7088	Complete	Hmel212001o:0-16327298	12573132.0	12586836.0	+
765at7088	Complete	Hmel213001o:0-18127314	10416295.0	10423935.0	+
769at7088	Complete	Hmel215003o:0-10168004	3473868.0	3484587.0	-
772at7088	Complete	Hmel207001o:0-14308859	8685833.0	8694039.0	+
774at7088	Complete	Hmel213001o:0-18127314	11905991.0	11919646.0	-
775at7088	Missing				NaN
780at7088	Complete	Hmel210001o:0-17965481	6965292.0	6985390.0	+
781at7088	Complete	Hmel221001o:0-13359691	13117211.0	13126903.0	+
787at7088	Complete	Hmel219001o:0-16247306	14890548.0	14902147.0	-
790at7088	Complete	Hmel221001o:0-13359691	2466779.0	2471645.0	-
791at7088	Complete	Hmel204001o:0-9598776	5383572.0	5392885.0	+
793at7088	Complete	Hmel211001o:0-11759272	3244534.0	3254020.0	+
794at7088	Complete	Hmel206001o:0-14054175	2206568.0	2218207.0	+
795at7088	Complete	Hmel211001o:0-11759272	10635993.0	10646818.0	+
796at7088	Complete	Hmel216002o:0-10036885	5546663.0	5556425.0	+
799at7088	Complete	Hmel201001o:0-17206585	14383661.0	14394413.0	+
800at7088	Complete	Hmel201001o:0-17206585	10553679.0	10565955.0	-
802at7088	Complete	Hmel215003o:0-10168004	7274938.0	7286888.0	+
805at7088	Complete	Hmel220003o:0-14585564	13205967.0	13219593.0	-
806at7088	Complete	Hmel213001o:0-18127314	12884492.0	12895550.0	+
817at7088	Complete	Hmel206001o:0-14054175	6474411.0	6497595.0	-
818at7088	Complete	Hmel206001o:0-14054175	3107933.0	3133411.0	+
821at7088	Complete	Hmel215003o:0-10168004	8246886.0	8254388.0	-
822at7088	Complete	Hmel221001o:0-13359691	6253768.0	6268463.0	+
826at7088	Complete	Hmel220003o:0-14585564	2275407.0	2286708.0	-
828at7088	Complete	Hmel212001o:0-16327298	14275546.0	14288468.0	+
829at7088	Complete	Hmel218003o:0-16450716	1235414.0	1241883.0	-
835at7088	Complete	Hmel211001o:0-11759272	6070702.0	6092790.0	+
839at7088	Complete	Hmel218003o:0-16450716	12218147.0	12233964.0	+
840at7088	Complete	Hmel221001o:0-13359691	1523822.0	1538984.0	+
841at7088	Complete	Hmel207001o:0-14308859	7932008.0	7940611.0	-
844at7088	Complete	Hmel215003o:0-10168004	7482060.0	7499788.0	+
845at7088	Complete	Hmel213001o:0-18127314	4454972.0	4472354.0	-
849at7088	Complete	Hmel214004o:0-8861473	5893973.0	5912531.0	-
851at7088	Complete	Hmel209001o:0-8708747	2711891.0	2724863.0	-
853at7088	Complete	Hmel211001o:0-11759272	7912351.0	7923357.0	+
860at7088	Complete	Hmel210001o:0-17965481	9742630.0	9755053.0	-
861at7088	Complete	Hmel213001o:0-18127314	11926100.0	11945053.0	-
865at7088	Complete	Hmel207001o:0-14308859	2856644.0	2875218.0	+
866at7088	Complete	Hmel212001o:0-16327298	4397611.0	4406262.0	+
867at7088	Complete	Hmel209001o:0-8708747	3027438.0	3040662.0	-
871at7088	Complete	Hmel202001o:0-9045316	7388796.0	7399500.0	-
875at7088	Complete	Hmel212001o:0-16327298	8040536.0	8057708.0	+
877at7088	Complete	Hmel201001o:0-17206585	2375909.0	2385664.0	-
879at7088	Complete	Hmel204001o:0-9598776	7578532.0	7588084.0	-
883at7088	Complete	Hmel212001o:0-16327298	13084720.0	13098451.0	-
885at7088	Complete	Hmel201001o:0-17206585	11606303.0	11619016.0	-
886at7088	Complete	Hmel208001o:0-9320449	2057407.0	2073887.0	-
890at7088	Complete	Hmel213001o:0-18127314	4796898.0	4810240.0	-
893at7088	Complete	Hmel220003o:0-14585564	6144208.0	6173666.0	-
895at7088	Complete	Hmel205001o:0-9908586	818018.0	824863.0	+
897at7088	Complete	Hmel220003o:0-14585564	3579344.0	3594835.0	-
899at7088	Complete	Hmel219001o:0-16247306	12968382.0	12974121.0	-
901at7088	Complete	Hmel217001o:0-14773299	5656808.0	5678439.0	-
903at7088	Complete	Hmel211001o:0-11759272	7362623.0	7378187.0	+
909at7088	Complete	Hmel206001o:0-14054175	4226579.0	4265350.0	-
911at7088	Complete	Hmel202001o:0-9045316	607405.0	632293.0	-
912at7088	Complete	Hmel201001o:0-17206585	1312511.0	1332566.0	-
913at7088	Complete	Hmel213001o:0-18127314	9861396.0	9867876.0	+
917at7088	Complete	Hmel214004o:0-8861473	7455348.0	7466793.0	-
924at7088	Complete	Hmel220003o:0-14585564	8859100.0	8873250.0	-
927at7088	Complete	Hmel215003o:0-10168004	6290659.0	6302206.0	+
929at7088	Complete	Hmel211001o:0-11759272	4490575.0	4499379.0	-
933at7088	Complete	Hmel209001o:0-8708747	5130500.0	5141558.0	+
934at7088	Complete	Hmel217001o:0-14773299	5107286.0	5123141.0	+
938at7088	Complete	Hmel212001o:0-16327298	10552179.0	10563975.0	+
944at7088	Complete	Hmel214004o:0-8861473	6279348.0	6287835.0	+
946at7088	Complete	Hmel204001o:0-9598776	5402222.0	5411670.0	-
947at7088	Complete	Hmel201001o:0-17206585	13047537.0	13063504.0	+
949at7088	Complete	Hmel212001o:0-16327298	12146147.0	12151116.0	+
950at7088	Complete	Hmel215003o:0-10168004	7992155.0	7999111.0	+
951at7088	Complete	Hmel206001o:0-14054175	7950485.0	7963994.0	-
954at7088	Complete	Hmel216002o:0-10036885	5471664.0	5487628.0	+
961at7088	Complete	Hmel211001o:0-11759272	3837429.0	3853243.0	-
962at7088	Complete	Hmel209001o:0-8708747	7222981.0	7236691.0	+
963at7088	Complete	Hmel212001o:0-16327298	12873788.0	12893505.0	+
964at7088	Complete	Hmel201001o:0-17206585	11630723.0	11644221.0	+
966at7088	Complete	Hmel213001o:0-18127314	5103014.0	5122313.0	+
