0at7088	brenthis_daphne.ES_BD_1141.chromosome_8	18454909	18568235
1at7088	brenthis_daphne.ES_BD_1141.chromosome_10	25411865	25501437
2at7088	brenthis_daphne.ES_BD_1141.chromosome_4	10874310	10967569
3at7088	brenthis_daphne.ES_BD_1141.chromosome_1	2030032	2149484
4at7088	brenthis_daphne.ES_BD_1141.chromosome_11	9668441	9818144
6at7088	brenthis_daphne.ES_BD_1141.chromosome_1	8491788	8602334
11at7088	brenthis_daphne.ES_BD_1141.chromosome_5	11779470	11863051
13at7088	brenthis_daphne.ES_BD_1141.chromosome_6	3857516	3898990
18at7088	brenthis_daphne.ES_BD_1141.chromosome_1	31135764	31172459
20at7088	brenthis_daphne.ES_BD_1141.chromosome_3	30709492	30729115
25at7088	brenthis_daphne.ES_BD_1141.chromosome_3	13765986	13779218
26at7088	brenthis_daphne.ES_BD_1141.chromosome_3	12885604	12948416
27at7088	brenthis_daphne.ES_BD_1141.chromosome_10	19422357	19478741
28at7088	brenthis_daphne.ES_BD_1141.chromosome_3	11586458	11636647
31at7088	brenthis_daphne.ES_BD_1141.chromosome_8	20726326	20760353
33at7088	brenthis_daphne.ES_BD_1141.chromosome_6	25076020	25108996
34at7088	brenthis_daphne.ES_BD_1141.chromosome_3	8820545	8855434
36at7088	brenthis_daphne.ES_BD_1141.chromosome_8	10268257	10286998
37at7088	brenthis_daphne.ES_BD_1141.chromosome_10	17222488	17252776
38at7088	brenthis_daphne.ES_BD_1141.chromosome_8	23214344	23240566
41at7088	brenthis_daphne.ES_BD_1141.chromosome_1	6537720	6579815
43at7088	brenthis_daphne.ES_BD_1141.chromosome_13	18266407	18307647
46at7088	brenthis_daphne.ES_BD_1141.chromosome_1	12945046	12983060
47at7088	brenthis_daphne.ES_BD_1141.chromosome_2	20437286	20493850
48at7088	brenthis_daphne.ES_BD_1141.chromosome_3	37124038	37168565
49at7088	brenthis_daphne.ES_BD_1141.chromosome_2	4050497	4108233
50at7088	brenthis_daphne.ES_BD_1141.chromosome_4	31338193	31380198
51at7088	brenthis_daphne.ES_BD_1141.chromosome_1	1426146	1456785
52at7088	brenthis_daphne.ES_BD_1141.chromosome_5	23281263	23323707
54at7088	brenthis_daphne.ES_BD_1141.chromosome_4	25160313	25175985
