0at7088	brenthis_hecate.ES_BH_1411.chromosome_2	15083120	15193982
1at7088	brenthis_hecate.ES_BH_1411.chromosome_3	25081117	25171438
2at7088	brenthis_hecate.ES_BH_1411.chromosome_10	8414526	8510087
3at7088	brenthis_hecate.ES_BH_1411.chromosome_1	26905211	27021087
4at7088	brenthis_hecate.ES_BH_1411.chromosome_13	2585980	2729900
6at7088	brenthis_hecate.ES_BH_1411.chromosome_1	20321191	20438219
11at7088	brenthis_hecate.ES_BH_1411.chromosome_7	2354993	2445749
13at7088	brenthis_hecate.ES_BH_1411.chromosome_22	3806879	3841081
18at7088	brenthis_hecate.ES_BH_1411.chromosome_32	1655848	1692754
20at7088	brenthis_hecate.ES_BH_1411.chromosome_19	1420954	1441053
25at7088	brenthis_hecate.ES_BH_1411.chromosome_17	2431962	2446398
26at7088	brenthis_hecate.ES_BH_1411.chromosome_17	3222620	3273887
27at7088	brenthis_hecate.ES_BH_1411.chromosome_3	19113785	19173362
28at7088	brenthis_hecate.ES_BH_1411.chromosome_17	4440301	4488276
31at7088	brenthis_hecate.ES_BH_1411.chromosome_2	12904772	12939382
33at7088	brenthis_hecate.ES_BH_1411.chromosome_20	2675757	2711975
34at7088	brenthis_hecate.ES_BH_1411.chromosome_17	7205645	7252447
36at7088	brenthis_hecate.ES_BH_1411.chromosome_30	3768450	3786330
37at7088	brenthis_hecate.ES_BH_1411.chromosome_3	16922565	16953949
38at7088	brenthis_hecate.ES_BH_1411.chromosome_2	10423452	10451068
41at7088	brenthis_hecate.ES_BH_1411.chromosome_1	22424041	22467424
43at7088	brenthis_hecate.ES_BH_1411.chromosome_24	3576241	3624629
46at7088	brenthis_hecate.ES_BH_1411.chromosome_1	15848485	15890945
47at7088	brenthis_hecate.ES_BH_1411.chromosome_23	4453000	4512974
48at7088	brenthis_hecate.ES_BH_1411.chromosome_5	16622995	16670237
49at7088	brenthis_hecate.ES_BH_1411.chromosome_33	2438912	2508351
50at7088	brenthis_hecate.ES_BH_1411.chromosome_15	7734614	7777622
51at7088	brenthis_hecate.ES_BH_1411.chromosome_1	27577985	27610539
52at7088	brenthis_hecate.ES_BH_1411.chromosome_7	13529828	13567622
54at7088	brenthis_hecate.ES_BH_1411.chromosome_15	1543722	1558940
56at7088	brenthis_hecate.ES_BH_1411.chromosome_24	190859	248540
57at7088	brenthis_hecate.ES_BH_1411.chromosome_17	721945	744121
59at7088	brenthis_hecate.ES_BH_1411.chromosome_32	565922	599424
60at7088	brenthis_hecate.ES_BH_1411.chromosome_26	51092	95047
63at7088	brenthis_hecate.ES_BH_1411.chromosome_5	864442	899025
64at7088	brenthis_hecate.ES_BH_1411.chromosome_10	8869358	8898048
65at7088	brenthis_hecate.ES_BH_1411.chromosome_11	10734199	11017692
66at7088	brenthis_hecate.ES_BH_1411.chromosome_4	14965639	14986827
68at7088	brenthis_hecate.ES_BH_1411.chromosome_3	8978101	9132659
69at7088	brenthis_hecate.ES_BH_1411.chromosome_31	3169996	3181976
70at7088	brenthis_hecate.ES_BH_1411.chromosome_15	3785070	3796313
72at7088	brenthis_hecate.ES_BH_1411.chromosome_23	372595	440914
74at7088	brenthis_hecate.ES_BH_1411.chromosome_2	25349468	25433562
78at7088	brenthis_hecate.ES_BH_1411.chromosome_6	12806539	12859467
83at7088	brenthis_hecate.ES_BH_1411.chromosome_2	11664903	11716096
