0at7088	brenthis_ino.SP_BI_364.chromosome_9	15683170	15795085
1at7088	brenthis_ino.SP_BI_364.chromosome_11	907635	1001064
2at7088	brenthis_ino.SP_BI_364.chromosome_2	10971981	11066417
3at7088	brenthis_ino.SP_BI_364.chromosome_1	40763911	40881723
4at7088	brenthis_ino.SP_BI_364.chromosome_12	15180587	15320400
6at7088	brenthis_ino.SP_BI_364.chromosome_1	34220473	34330778
11at7088	brenthis_ino.SP_BI_364.chromosome_4	19394216	19479084
13at7088	brenthis_ino.SP_BI_364.chromosome_6	26428336	26469593
18at7088	brenthis_ino.SP_BI_364.chromosome_1	11852947	11890668
20at7088	brenthis_ino.SP_BI_364.chromosome_5	8224573	8244784
25at7088	brenthis_ino.SP_BI_364.chromosome_5	24771433	24784667
26at7088	brenthis_ino.SP_BI_364.chromosome_5	25567277	25619422
27at7088	brenthis_ino.SP_BI_364.chromosome_11	6798686	6856841
28at7088	brenthis_ino.SP_BI_364.chromosome_5	26756480	26807013
31at7088	brenthis_ino.SP_BI_364.chromosome_9	13544446	13579576
33at7088	brenthis_ino.SP_BI_364.chromosome_6	5520348	5553126
34at7088	brenthis_ino.SP_BI_364.chromosome_5	29543006	29583646
36at7088	brenthis_ino.SP_BI_364.chromosome_9	23664535	23681913
37at7088	brenthis_ino.SP_BI_364.chromosome_11	8947620	8978949
38at7088	brenthis_ino.SP_BI_364.chromosome_9	11085635	11113719
41at7088	brenthis_ino.SP_BI_364.chromosome_1	36255625	36300452
43at7088	brenthis_ino.SP_BI_364.chromosome_8	4069646	4110732
46at7088	brenthis_ino.SP_BI_364.chromosome_1	29832136	29867860
47at7088	brenthis_ino.SP_BI_364.chromosome_3	20514868	20577046
48at7088	brenthis_ino.SP_BI_364.chromosome_5	1796771	1841290
49at7088	brenthis_ino.SP_BI_364.chromosome_3	4322679	4381455
50at7088	brenthis_ino.SP_BI_364.chromosome_2	31291359	31333523
51at7088	brenthis_ino.SP_BI_364.chromosome_1	41479237	41512210
52at7088	brenthis_ino.SP_BI_364.chromosome_4	8152784	8189035
54at7088	brenthis_ino.SP_BI_364.chromosome_2	25103131	25118807
56at7088	brenthis_ino.SP_BI_364.chromosome_8	7313103	7366526
57at7088	brenthis_ino.SP_BI_364.chromosome_5	23068252	23089826
59at7088	brenthis_ino.SP_BI_364.chromosome_1	12927754	12961752
60at7088	brenthis_ino.SP_BI_364.chromosome_12	7257753	7308761
63at7088	brenthis_ino.SP_BI_364.chromosome_14	20942753	20979096
64at7088	brenthis_ino.SP_BI_364.chromosome_2	10554752	10590632
65at7088	brenthis_ino.SP_BI_364.chromosome_13	23625724	23914166
66at7088	brenthis_ino.SP_BI_364.chromosome_10	15175799	15198344
68at7088	brenthis_ino.SP_BI_364.chromosome_11	16555538	16708065
69at7088	brenthis_ino.SP_BI_364.chromosome_5	19124487	19135660
70at7088	brenthis_ino.SP_BI_364.chromosome_2	27366704	27377947
72at7088	brenthis_ino.SP_BI_364.chromosome_3	16119482	16193257
74at7088	brenthis_ino.SP_BI_364.chromosome_8	13391438	13476068
78at7088	brenthis_ino.SP_BI_364.chromosome_7	8747285	8796653
83at7088	brenthis_ino.SP_BI_364.chromosome_9	12311547	12356007
84at7088	brenthis_ino.SP_BI_364.chromosome_7	13900568	13951743
86at7088	brenthis_ino.SP_BI_364.chromosome_3	30118155	30151290
88at7088	brenthis_ino.SP_BI_364.chromosome_6	7794920	7812607
96at7088	brenthis_ino.SP_BI_364.chromosome_11	14335584	14363794
101at7088	brenthis_ino.SP_BI_364.chromosome_11	14017252	14123339
103at7088	brenthis_ino.SP_BI_364.chromosome_5	2209402	2273881
105at7088	brenthis_ino.SP_BI_364.chromosome_9	13584132	13607941
106at7088	brenthis_ino.SP_BI_364.chromosome_3	28366927	28379140
112at7088	brenthis_ino.SP_BI_364.chromosome_3	16653365	16679158
113at7088	brenthis_ino.SP_BI_364.chromosome_11	13900552	14009489
116at7088	brenthis_ino.SP_BI_364.chromosome_6	5122685	5140418
122at7088	brenthis_ino.SP_BI_364.chromosome_1	20807678	20867591
123at7088	brenthis_ino.SP_BI_364.chromosome_7	18185065	18214776
126at7088	brenthis_ino.SP_BI_364.chromosome_1	17414190	17451127
127at7088	brenthis_ino.SP_BI_364.chromosome_12	22151560	22198409
128at7088	brenthis_ino.SP_BI_364.chromosome_13	9341660	9390144
133at7088	brenthis_ino.SP_BI_364.chromosome_3	27514412	27554150
136at7088	brenthis_ino.SP_BI_364.chromosome_5	26357364	26391287
137at7088	brenthis_ino.SP_BI_364.chromosome_14	14630210	14652050
138at7088	brenthis_ino.SP_BI_364.chromosome_14	2453350	2462570
139at7088	brenthis_ino.SP_BI_364.chromosome_6	8925223	8948433
140at7088	brenthis_ino.SP_BI_364.chromosome_8	17843139	17995472
145at7088	brenthis_ino.SP_BI_364.chromosome_5	1737062	1762736
148at7088	brenthis_ino.SP_BI_364.chromosome_2	1849967	1876637
155at7088	brenthis_ino.SP_BI_364.chromosome_4	13503307	13520874
158at7088	brenthis_ino.SP_BI_364.chromosome_1	10577217	10698513
159at7088	brenthis_ino.SP_BI_364.chromosome_7	16178231	16201365
160at7088	brenthis_ino.SP_BI_364.chromosome_7	21860525	21953308
163at7088	brenthis_ino.SP_BI_364.chromosome_12	1654263	1676413
173at7088	brenthis_ino.SP_BI_364.chromosome_1	17875269	17909808
177at7088	brenthis_ino.SP_BI_364.chromosome_3	29119830	29148331
179at7088	brenthis_ino.SP_BI_364.chromosome_1	30925662	30988521
183at7088	brenthis_ino.SP_BI_364.chromosome_1	33418283	33454822
184at7088	brenthis_ino.SP_BI_364.chromosome_4	687675	721018
186at7088	brenthis_ino.SP_BI_364.chromosome_2	10749065	10764202
190at7088	brenthis_ino.SP_BI_364.chromosome_9	18240425	18291843
193at7088	brenthis_ino.SP_BI_364.chromosome_8	8265673	8273791
196at7088	brenthis_ino.SP_BI_364.chromosome_1	38287492	38313052
200at7088	brenthis_ino.SP_BI_364.chromosome_9	1178672	1233081
201at7088	brenthis_ino.SP_BI_364.chromosome_5	11707693	11732111
204at7088	brenthis_ino.SP_BI_364.chromosome_6	24056038	24063653
206at7088	brenthis_ino.SP_BI_364.chromosome_3	13149022	13371463
207at7088	brenthis_ino.SP_BI_364.chromosome_14	3859723	3888683
208at7088	brenthis_ino.SP_BI_364.chromosome_6	22724883	22740650
210at7088	brenthis_ino.SP_BI_364.chromosome_4	30827324	30835508
211at7088	brenthis_ino.SP_BI_364.chromosome_2	12947190	12964341
212at7088	brenthis_ino.SP_BI_364.chromosome_11	8910121	8924552
215at7088	brenthis_ino.SP_BI_364.chromosome_5	19281057	19295853
220at7088	brenthis_ino.SP_BI_364.chromosome_10	17171168	17190019
231at7088	brenthis_ino.SP_BI_364.chromosome_9	23114080	23132912
